Year,Month,Reported on,SVE,CVE,Title,Affected versions,Severity,Description,Acknowledgement
2022,1,2021-09-24,SVE-2021-23353,CVE-2022-22263,Arbitrary activity start in SecSettings,Select R(11.0) devices,Moderate,Unprotected dynamic receiver in SecSettings prior to SMR Jan-2022 Release 1 allows untrusted applications to launch arbitrary activity. The patch adds a proper permission for dynamic receiver.,"Dawn Security Lab, JD.com"
2022,1,2021-08-25,SVE-2021-23054,CVE-2022-22264,Arbitrary file access vulnerability in Dressroom,"Q(10.0), R(11.0), S(12.0)",High,Improper sanitization of incoming intent in Dressroom prior to SMR Jan-2022 Release 1 allows local attackers to read and write arbitrary files without permission. The patch sanitizes incoming Intent before using it.,"Dawn Security Lab, JD.com"
2022,1,2021-09-25,SVE-2021-23365,CVE-2022-22265,Use-After-Free bug in NPU driver,"P(9.0), Q(10.0), R(11.0), S(12.0) devices with selected Exynos chipsets",Moderate,An improper check or handling of exceptional conditions in NPU driver prior to SMR Jan-2022 Release 1 allows arbitrary memory write and code execution. The patch adds proper check of exceptional conditions logic to prevent Use-After-Free.,Seonung Jang of STEALIEN
2022,1,2021-08-20,SVE-2021-23023,CVE-2022-22266,Wifi scan result leak via the exported TencentWifiSecurity service,"P(9.0), Q(10.0), R(11.0)",Moderate,(Applicable to China models only) Unprotected WifiEvaluationService in TencentWifiSecurity application prior to SMR Jan-2022 Release 1 allows untrusted applications to get WiFi information without proper permission. The patch adds proper protection to prevent unintended access by other applications.,XiaGuangshuai in Wuheng Lab of ByteDance.
2022,1,2021-08-29,SVE-2021-23088,CVE-2022-22267,Implicit Intent hijacking in ActivityMetricsLogger,"P(9.0), Q(10.0), R(11.0), S(12.0)",Moderate,Implicit Intent hijacking vulnerability in ActivityMetricsLogger prior to SMR Jan-2022 Release 1 allows attackers to get running application information. The patch changes implicit Intent to explicit Intent to prevent unprivileged access to running application information.,XiaGuangshuai in Wuheng Lab of ByteDance.
2022,1,2021-09-14,SVE-2021-23254,CVE-2022-22268,Temporary bypass of Knox Guard via Samsung DeX,"P(9.0), Q(10.0), R(11.0), S(12.0)",High,Incorrect implementation of Knox Guard prior to SMR Jan-2022 Release 1 allows physically proximate attackers to temporary unlock the Knox Guard via Samsung DeX mode. The patch blocks Samsung DeX mode when KnoxGuard locked.,¾ç¼ºÁ¶
2022,1,2021-09-25,SVE-2021-23364,CVE-2022-22269,Local Bluetooth MAC address leak,"P(9.0), Q(10.0), R(11.0)",Moderate,Keeping sensitive data in unprotected BluetoothSettingsProvider prior to SMR Jan-2022 Release 1 allows untrusted applications to get a local Bluetooth MAC address. The patch removes a local Bluetooth MAC address from the unprotected provider.,XiaGuangshuai in Wuheng Lab of ByteDance.
2022,1,2021-09-30,SVE-2021-23422,CVE-2022-22270,Contacts information leak via hijacking implicit intent,"P(9.0), Q(10.0), R(11.0)",Moderate,An implicit Intent hijacking vulnerability in Dialer prior to SMR Jan-2022 Release 1 allows unprivileged applications to access contact information. The patch changes implicit Intent to explicit Intent to prevent unprivileged access to contact.,TerrorBlade
2022,1,2021-10-21,SVE-2021-23664,CVE-2022-22271,Arbitrary pointer dereference in TIMA TA,"P(9.0), Q(10.0), R(11.0)",High,A missing input validation before memory copy in TIMA trustlet prior to SMR Jan-2022 Release 1 allows attackers to copy data from arbitrary memory. The patch adds proper input check not to allow arbitrary memory access.,Sergei Volokitin
2022,1,2021-10-06,SVE-2021-23486,CVE-2022-22272,Improper authorization in TelephonyManager,"Q(10.0), R(11.0), S(12.0)",Moderate,Improper authorization in TelephonyManager prior to SMR Jan-2022 Release 1 allows attackers to get IMSI without READ_PRIVILEGED_PERMISSION The patch modified with proper permission.,XiaGuangshuai in Wuheng Lab of ByteDance.
2022,2,2021-10-13,SVE-2021-23578,CVE-2022-23997,Unprotected component vulnerability in StTheaterModeDurationAlarmReceiver,Wear OS 3.0,Moderate,Unprotected component vulnerability in StTheaterModeDurationAlarmReceiver in Wear OS 3.0 prior to Firmware update Feb-2022 Release allows untrusted applications to disable theater mode without a proper permission. The patch adds proper protection to prevent unintended access by unauthorized applications,Yu-Cheng Lin
2022,2,2021-10-12,SVE-2021-23571,CVE-2022-23994,Improper access control vulnerability in StBedtimeModeReceiver,Wear OS 3.0,Moderate,Improper access control vulnerability in StBedtimeModeReceiver in Wear OS 3.0 prior to Firmware update Feb-2022 Release allows untrusted applications to change bedtime mode without a proper permission. The patch adds proper permission check in StBedtimeModeReceiver to prevent unauthorized applications change bedtime mode.,Yu-Cheng Lin
2022,2,2021-10-12,SVE-2021-23573,CVE-2022-23996,Unprotected component vulnerability in StTheaterModeReceiver,Wear OS 3.0,Moderate,Unprotected component vulnerability in StTheaterModeReceiver in Wear OS 3.0 prior to Firmware update Feb-2022 Release allows untrusted applications to enable bedtime mode without a proper permission. The patch adds proper protection to prevent unintended access by unauthorized applications,Yu-Cheng Lin
2022,2,2021-10-12,SVE-2021-23572,CVE-2022-23995,Unprotected component vulnerability in StBedtimeModeAlarmReceiver,Wear OS 3.0,Moderate,Unprotected component vulnerability in StBedtimeModeAlarmReceiver in Wear OS 3.0 prior to Firmware update Feb-2022 Release allows untrusted applications to change bedtime mode without a proper permission. The patch adds proper protection to prevent unintended access by unauthorized applications.,Yu-Cheng Lin
2022,2,2021-10-13,SVE-2021-23584,CVE-2022-23432,Unchecked IRQ index in RPMB ldfw,"Q(10), R(11), S(12) devices with selected Exynos chipsets",Critical,An improper input validation in SMC_SRPMB_WSM handler of RPMB ldfw prior to SMR Feb-2022 Release 1 allows arbitrary memory write and code execution. The patch adds proper validation logic to prevent arbitrary memory write.,Federico Menarini and Martijn Bogaard of Riscure
2022,2,2021-10-20,SVE-2021-23643,CVE-2022-23431,Global buffer overflow in RPMB ldfw,"Q(10), R(11), S(12) devices with selected Exynos chipsets",Critical,An improper boundary check in RPMB ldfw prior to SMR Feb-2022 Release 1 allows arbitrary memory write and code execution. The patch adds proper validation logic to prevent arbitrary memory write.,Federico Menarini and Martijn Bogaard of Riscure
2022,2,2021-11-21,SVE-2021-24076,CVE-2022-23429,Invalid memory read vulnerability in audio hal service,"Q(10), R(11), S(12)",Low,An improper boundary check in audio hal service prior to SMR Feb-2022 Release 1 allows attackers to read invalid memory and it leads to application crash. The patch adds proper validation logic to prevent invalid memory read.,tomz
2022,2,2021-11-21,SVE-2021-23987,CVE-2022-23428,Arbitrary memory write vulnerability in eden_runtime hal service,"Q(10), R(11), S(12) devices with selected Exynos chipsets",High,An improper boundary check in eden_runtime hal service prior to SMR Feb-2022 Release 1 allows arbitrary memory write and code execution. The patch adds proper validation logic to prevent arbitrary memory write.,tomz
2022,2,2021-10-13,SVE-2021-23585,CVE-2022-22291,Logging of excessive data vulnerability in telephony,"Q(10), R(11), S(12)",Moderate,Logging of excessive data vulnerability in telephony prior to SMR Feb-2022 Release 1 allows privileged attackers to get Cell Location Information through log of user device. The patch prevents Cell Location Information from being logged on the commercial binary.,Rahul Kankrale
2022,2,2021-11-27,SVE-2021-24038,CVE-2022-22292,Arbitrary activity start in Telecom,"Q(10), R(11), S(12)",High,Unprotected dynamic receiver in Telecom prior to SMR Feb-2022 Release 1 allows untrusted applications to launch arbitrary activity. The patch adds a proper permission for dynamic receiver.,Ryan Johnson of Kryptowire
2022,2,2021-11-26,SVE-2021-23582,CVE-2022-23425,LTE NAS Authentication Bypass,"Q(10), R(11), S(12) with select Exynos devices",Critical,Improper input validation in Exynos baseband prior to SMR Feb-2022 Release 1 allows attackers to send arbitrary NAS signaling messages with fake base station. The patch fixes the logic that parse the NAS signaling messages.,"Eunsoo Kim of KAIST, CheolJun Park of KAIST"
2022,2,2021-10-15,SVE-2021-23598,"CVE-2022-23426, CVE-2022-27837","PendingIntent hijacking vulnerability in DeX Home, DeX for PC and Accessibility","Q(10), R(11), Accessibility prior to 12.5.3.2 in Android R(11.0) and 13.0.1.1 in Android S(12.0)",High,"A vulnerability using PendingIntent in DeX Home and DeX for PC prior to SMR Feb-2022 Release 1 and Accessibility prior to 12.5.3.2 in Android R(11.0) and 13.0.1.1 in Android S(12.0) allows attackers to access files with system privilege. The patch addresses the Intent in DeX Home, DeX for PC and Accessibility to prevent unprivileged access.",h0rd7
2022,2,2021-10-17,SVE-2021-23613,"CVE-2022-23427, CVE-2022-23999, CVE-2022-24000",PendingIntent hijacking vulnerability in SettingsReceiver,"Q(10), R(11), S(12)",Moderate,PendingIntent hijacking vulnerability in SettingsReceiver prior to SMR Feb-2022 Release 1 allows local attackers to access media files without permission via implicit Intent. The patch addresses the Intent in SettingsReceiver to prevent unprivileged access.,h0rd7
2022,3,2021-09-06,SVE-2021-23162,CVE-2022-24929,Change the list of locked app without authentication in AppLock.,"Q(10), R(11), S(12)",Moderate,Unprotected Activity in AppLock prior to SMR Mar-2022 Release 1 allows attacker to change the list of locked app without authentication. The patch protects the activity by setting exported to false.,Harsh Tyagi
2022,3,2021-10-12,SVE-2021-23570,CVE-2022-24930,Improper access control vulnerability in StRetailModeReceiver,Wear OS 3.0,Moderate,Improper access control vulnerability in StRetailModeReceiver in Wear OS 3.0 prior to SMR MAR-2022 Release allows untrusted applications to reset default app settings without a proper permission The patch adds proper protection to prevent unintended access by unauthorized applications,Yu-Cheng Lin
2022,3,2021-10-13,SVE-2021-23580,CVE-2022-24931,Improper access control vulnerability in ApkInstaller,"Q(10), R(11)",High,Improper access control vulnerability in dynamic receiver in ApkInstaller prior to SMR MAR-2022 Release allows unauthorized attackers to execute arbitrary activity without a proper permission The patch removes logic to execute activity in unauthorized app.,"Dawn Security Lab, JD.com"
2022,3,2021-10-14,SVE-2021-23591,CVE-2022-24932,Improper Protection of Alternate Path vulnerability in Setup wizard process,"Q(10), R(11), S(12) and Samsung Cloud prior to 5.1.0.8",Moderate,Improper protection of alternate path in Setup wizard process prior to SMR Mar-2022 Release 1 allows physical attacker install package before completion of Setup wizard. The patch address to block entry point of the vulnerability.,SeungHyun Cho (@netkingj)
2022,3,2021-10-17,SVE-2021-23609,CVE-2022-25814,PendingIntent hijacking vulnerability in Wearable Manager Installer,"R(11), S(12)",High,PendingIntent hijacking vulnerability in Wearable Manager Installer prior to SMR Mar-2022 Release 1 allows local attackers to perform unauthorized action without permission via hijacking the PendingIntent. The patch addresses the Intent in Wearable Manager Installer to prevent unprivileged access.,h0rd7
2022,3,2021-10-20,SVE-2021-23642,CVE-2022-25815,PendingIntent hijacking vulnerability in Weather application,"Q(10), R(11)",Moderate,PendingIntent hijacking vulnerability in Weather application prior to SMR Mar-2022 Release 1 allows local attackers to perform unauthorized action without permission via hijacking the PendingIntent. The patch addresses the Intent in Weather application to prevent unprivileged access.,h0rd7
2022,3,2021-11-07,SVE-2021-23866,CVE-2022-25816,Improper authentication in Samsung Lock and mask apps setting,"Q(10), R(11), S(12)",Moderate,Improper authentication in Samsung Lock and mask apps setting prior to SMR Mar-2022 Release 1 allows attacker to change enable/disable configuration without authentication. The patch adds proper protection to prevent change of enable/disable feature without authentication,Harsh Tyagi
2022,3,2021-11-26,SVE-2021-24036,CVE-2022-25817,Improper authentication in One UI Home,"Q(10), R(11)",Moderate,Improper authentication in One UI Home prior to SMR Mar-2022 Release 1 allows attacker to generate pinned-shortcut without user consent. The patch protects the activity by setting exported to false.,TerrorBlade
2022,3,2021-11-30,SVE-2021-24090,CVE-2022-25818,Improper boundary check in UWB stack,S(12),High,Improper boundary check in UWB stack prior to SMR Mar-2022 Release 1 allows arbitrary code execution. The patch adds proper validation logic to prevent arbitrary memory write.,Martin Heyden
2022,3,2021-12-12,SVE-2021-24247,CVE-2022-25819,OOB read vulnerability in hdcp2 device node,"Selected Q(10), R(11), S(12) Exynos devices",Low,Out-of-Bound (OOB) read vulnerability in hdcp2 device node prior to SMR Mar-2022 Release 1 allows an attacker to have limited access to non-initialized Kernel stack memory. The patch adds proper boundary check to prevent out-of-bounds memory read.,Kiwan Ko of STEALIEN
2022,3,2021-12-15,SVE-2021-24283,CVE-2022-25820,Vulnerable design in fingerprint matching algorithm,"Select R(11), S(12) devices",Moderate,Vulnerable design in fingerprint matching algorithm prior to SMR Mar-2022 Release 1 allows physical attackers to perform brute force attack on screen lock password. The patch redesigns failure count algorithm to prevent brute force attack.,alohachen
